condition,features,model,n_dim,val_acc_B1,val_mae_B1,val_rmse_B1,val_bias_B1,val_acc_B2,val_mae_B2,val_rmse_B2,val_bias_B2,val_acc_B3,val_mae_B3,val_rmse_B3,val_bias_B3,val_acc_B4,val_mae_B4,val_rmse_B4,val_bias_B4,val_macro,val_mae,val_rmse,val_joint,val_exact,val_total_mae,val_total_rmse,val_total_bias,val_total_acc,test_acc_B1,test_mae_B1,test_rmse_B1,test_bias_B1,test_acc_B2,test_mae_B2,test_rmse_B2,test_bias_B2,test_acc_B3,test_mae_B3,test_rmse_B3,test_bias_B3,test_acc_B4,test_mae_B4,test_rmse_B4,test_bias_B4,test_macro,test_mae,test_rmse,test_joint,test_exact,test_total_mae,test_total_rmse,test_total_bias,test_total_acc
gt,F0+spatial,LR,21,1.0,0.07291666666666667,0.27003086243366087,-0.052083333333333336,0.9791666666666666,0.22916666666666666,0.5204164998665332,0.041666666666666664,0.9583333333333334,0.4375,0.75,0.0,0.9791666666666666,0.23958333333333334,0.5303300858899106,0.03125,0.9791666666666666,0.24479166666666666,0.5176943620475262,0.9166666666666666,0.3854166666666667,0.8125,1.2162099599438687,0.020833333333333332,0.8229166666666666,1.0,0.04964539007092199,0.2228124549277306,-0.03546099290780142,0.9929078014184397,0.22695035460992907,0.49105473398904287,0.07092198581560284,0.9148936170212766,0.6312056737588653,0.8952197717411697,-0.03546099290780142,0.9929078014184397,0.2198581560283688,0.4837794468468967,-0.0070921985815602835,0.975177304964539,0.28191489361702127,0.52321660187621,0.900709219858156,0.2553191489361702,0.9858156028368794,1.3073713543427623,-0.0070921985815602835,0.7730496453900709
gt,F0+spatial,SVM,21,0.9895833333333334,0.08333333333333333,0.3227486121839514,-0.0625,0.9791666666666666,0.22916666666666666,0.5204164998665332,0.020833333333333332,0.9479166666666666,0.5833333333333334,0.8897565210026093,-0.125,0.96875,0.3020833333333333,0.6373774391990981,0.010416666666666666,0.9713541666666666,0.2994791666666667,0.592574768063048,0.8854166666666666,0.3020833333333333,1.0104166666666667,1.3806701271484076,-0.15625,0.75,1.0,0.07092198581560284,0.26631182064565373,-0.0425531914893617,0.9858156028368794,0.20567375886524822,0.4837794468468967,-0.0070921985815602835,0.9148936170212766,0.6312056737588653,0.8952197717411697,-0.07801418439716312,0.9929078014184397,0.24822695035460993,0.5122610150282085,-0.02127659574468085,0.973404255319149,0.28900709219858156,0.5393930135654822,0.8936170212765957,0.2978723404255319,1.0,1.381231848184698,-0.14893617021276595,0.7375886524822695
gt,F0+spatial,RF,21,0.96875,0.20833333333333334,0.5590169943749475,-0.10416666666666667,0.9791666666666666,0.28125,0.568257570707744,-0.052083333333333336,0.8958333333333334,0.5729166666666666,0.9071475440448851,0.03125,0.9895833333333334,0.3229166666666667,0.5863019699779287,0.07291666666666667,0.9583333333333334,0.3463541666666667,0.6551810197763763,0.8541666666666666,0.20833333333333334,1.0104166666666667,1.432509453139257,-0.052083333333333336,0.7916666666666666,0.9858156028368794,0.16312056737588654,0.4688903454203006,-0.07801418439716312,0.9858156028368794,0.28368794326241137,0.5834599659915782,-0.028368794326241134,0.9219858156028369,0.6453900709219859,0.9263671131731709,-0.0070921985815602835,0.9645390070921985,0.3333333333333333,0.6358107573397419,-0.10638297872340426,0.9645390070921985,0.35638297872340424,0.6536320454811979,0.8652482269503546,0.2198581560283688,1.127659574468085,1.586735799197176,-0.2198581560283688,0.7375886524822695
gt,F0+spatial,Ridge,21,1.0,0.0625,0.25,-0.0625,0.9791666666666666,0.22916666666666666,0.5204164998665332,0.020833333333333332,0.9583333333333334,0.4375,0.75,-0.020833333333333332,0.9791666666666666,0.23958333333333334,0.5303300858899106,0.03125,0.9791666666666666,0.2421875,0.5126866464391109,0.9166666666666666,0.375,0.8020833333333334,1.1858541225631423,-0.03125,0.8333333333333334,1.0,0.04964539007092199,0.2228124549277306,-0.03546099290780142,0.9929078014184397,0.19858156028368795,0.46126560401444255,0.0425531914893617,0.9148936170212766,0.624113475177305,0.8912498197109224,-0.0425531914893617,0.9929078014184397,0.2198581560283688,0.4837794468468967,-0.0070921985815602835,0.975177304964539,0.2730496453900709,0.5147768313749981,0.900709219858156,0.2695035460992908,0.9645390070921985,1.2771866244832293,-0.0425531914893617,0.7730496453900709
gt,F0+spatial,ElasticNet,21,1.0,0.10416666666666667,0.3227486121839514,-0.0625,0.9895833333333334,0.22916666666666666,0.5,-0.020833333333333332,0.9583333333333334,0.4583333333333333,0.7637626158259734,-0.020833333333333332,0.9791666666666666,0.25,0.5400617248673217,0.020833333333333332,0.9817708333333334,0.26041666666666663,0.5316432382193116,0.9270833333333334,0.3333333333333333,0.8125,1.181453906563152,-0.08333333333333333,0.8229166666666666,1.0,0.04964539007092199,0.2228124549277306,-0.04964539007092199,0.9929078014184397,0.2127659574468085,0.5052911526399113,0.028368794326241134,0.9219858156028369,0.624113475177305,0.8832563863180561,-0.0425531914893617,0.9929078014184397,0.22695035460992907,0.49105473398904287,-0.028368794326241134,0.9769503546099292,0.2783687943262412,0.5256036819686852,0.9078014184397163,0.2695035460992908,0.9716312056737588,1.3073713543427623,-0.09219858156028368,0.7730496453900709
gt,F0+distrib,LR,33,1.0,0.0625,0.25,-0.0625,0.9791666666666666,0.23958333333333334,0.5303300858899106,0.052083333333333336,0.96875,0.4270833333333333,0.7288689868556626,0.03125,0.9791666666666666,0.3020833333333333,0.5863019699779287,0.052083333333333336,0.9817708333333333,0.2578125,0.5238752606808755,0.9270833333333334,0.3645833333333333,0.84375,1.2204848763230673,0.07291666666666667,0.8125,1.0,0.0425531914893617,0.20628424925175867,-0.0425531914893617,0.9929078014184397,0.20567375886524822,0.4688903454203006,0.04964539007092199,0.9290780141843972,0.5886524822695035,0.8546908528238203,-0.02127659574468085,0.9858156028368794,0.2553191489361702,0.5326236412913075,-0.028368794326241134,0.9769503546099292,0.2730496453900709,0.5156222721967967,0.9078014184397163,0.3049645390070922,0.9929078014184397,1.3735082171923965,-0.0425531914893617,0.7730496453900709
gt,F0+distrib,SVM,33,1.0,0.09375,0.30618621784789724,-0.07291666666666667,0.96875,0.2604166666666667,0.568257570707744,-0.052083333333333336,0.96875,0.4375,0.7359800721939872,-0.16666666666666666,0.9583333333333334,0.3229166666666667,0.6373774391990981,-0.010416666666666666,0.9739583333333334,0.27864583333333337,0.5619503249871816,0.8958333333333334,0.28125,0.96875,1.3268069440075547,-0.3020833333333333,0.78125,0.9929078014184397,0.07801418439716312,0.3036421933135836,-0.03546099290780142,0.9787234042553191,0.2624113475177305,0.5773502691896257,-0.09219858156028368,0.9078014184397163,0.6666666666666666,0.9377806908406012,-0.15602836879432624,0.9574468085106383,0.3404255319148936,0.6737215368532151,-0.11347517730496454,0.9592198581560284,0.33687943262411346,0.6231236725492564,0.8439716312056738,0.24822695035460993,1.1205673758865249,1.525201998015926,-0.3971631205673759,0.723404255319149
gt,F0+distrib,RF,33,0.9791666666666666,0.19791666666666666,0.5303300858899106,-0.07291666666666667,0.9791666666666666,0.28125,0.568257570707744,-0.052083333333333336,0.90625,0.5416666666666666,0.8779711460710616,0.0,0.9895833333333334,0.2708333333333333,0.5400617248673217,0.08333333333333333,0.9635416666666666,0.32291666666666663,0.6291551318840095,0.8645833333333334,0.25,1.0208333333333333,1.4433756729740645,-0.041666666666666664,0.7604166666666666,0.9858156028368794,0.15602836879432624,0.46126560401444255,-0.07092198581560284,0.9858156028368794,0.2978723404255319,0.5954913341754137,0.014184397163120567,0.9148936170212766,0.6595744680851063,0.9565007145952775,-0.0070921985815602835,0.9574468085106383,0.3475177304964539,0.6577416768573946,-0.10638297872340426,0.9609929078014184,0.3652482269503546,0.6677498324106321,0.851063829787234,0.20567375886524822,1.2056737588652482,1.632993161855452,-0.1702127659574468,0.7092198581560284
gt,F0+distrib,Ridge,33,1.0,0.11458333333333333,0.338501600193165,-0.03125,0.9791666666666666,0.22916666666666666,0.5204164998665332,0.0,0.96875,0.4270833333333333,0.7288689868556626,-0.052083333333333336,0.9791666666666666,0.2708333333333333,0.5590169943749475,0.041666666666666664,0.9817708333333333,0.26041666666666663,0.536701020322577,0.9270833333333334,0.34375,0.8333333333333334,1.224744871391589,-0.041666666666666664,0.8229166666666666,1.0,0.05673758865248227,0.23819653367016547,-0.0425531914893617,0.9929078014184397,0.2198581560283688,0.4837794468468967,0.0070921985815602835,0.9290780141843972,0.5957446808510638,0.8588298157855662,-0.0425531914893617,0.9929078014184397,0.24822695035460993,0.5122610150282085,0.0070921985815602835,0.9787234042553192,0.2801418439716312,0.5232667028327093,0.9148936170212766,0.2978723404255319,0.9929078014184397,1.3683349098564703,-0.07092198581560284,0.7659574468085106
gt,F0+distrib,ElasticNet,33,1.0,0.11458333333333333,0.338501600193165,-0.03125,0.9791666666666666,0.23958333333333334,0.5303300858899106,-0.03125,0.9583333333333334,0.4583333333333333,0.7637626158259734,-0.0625,0.9791666666666666,0.25,0.5400617248673217,0.041666666666666664,0.9791666666666666,0.265625,0.5431640066940927,0.9166666666666666,0.3229166666666667,0.8333333333333334,1.1989578808281798,-0.08333333333333333,0.8125,1.0,0.06382978723404255,0.25264557631995566,-0.02127659574468085,0.9929078014184397,0.23404255319148937,0.5259237061407777,-0.0070921985815602835,0.9290780141843972,0.6028368794326241,0.8792324183002301,-0.09219858156028368,0.9929078014184397,0.23404255319148937,0.4982237954520136,-0.0070921985815602835,0.9787234042553192,0.2836879432624113,0.5390063740532443,0.9148936170212766,0.2765957446808511,0.9787234042553191,1.3315591032282685,-0.1276595744680851,0.7730496453900709
gt,F0+conf+spatial,LR,41,1.0,0.07291666666666667,0.27003086243366087,-0.052083333333333336,0.9791666666666666,0.23958333333333334,0.5303300858899106,0.03125,0.9583333333333334,0.4479166666666667,0.7569125885243729,0.010416666666666666,0.9791666666666666,0.22916666666666666,0.5204164998665332,0.020833333333333332,0.9791666666666666,0.24739583333333334,0.5194225091786193,0.9166666666666666,0.3541666666666667,0.8229166666666666,1.1858541225631423,0.010416666666666666,0.84375,1.0,0.05673758865248227,0.23819653367016547,-0.028368794326241134,0.9929078014184397,0.20567375886524822,0.4688903454203006,0.04964539007092199,0.9078014184397163,0.6028368794326241,0.8872621047656614,-0.07801418439716312,0.9929078014184397,0.23404255319148937,0.4982237954520136,0.0070921985815602835,0.973404255319149,0.274822695035461,0.5231431948270352,0.8936170212765957,0.28368794326241137,0.9716312056737588,1.2964764031133722,-0.04964539007092199,0.7659574468085106
gt,F0+conf+spatial,SVM,41,0.9895833333333334,0.10416666666666667,0.3535533905932738,-0.0625,0.96875,0.22916666666666666,0.5400617248673217,-0.0625,0.9583333333333334,0.5520833333333334,0.8228507357554792,-0.11458333333333333,0.9791666666666666,0.23958333333333334,0.5303300858899106,-0.052083333333333336,0.9739583333333334,0.28125,0.5616989842764963,0.8958333333333334,0.28125,0.9375,1.2909944487358056,-0.2916666666666667,0.8020833333333334,0.9929078014184397,0.06382978723404255,0.2793101938654641,-0.04964539007092199,0.9858156028368794,0.18439716312056736,0.46126560401444255,-0.0425531914893617,0.9148936170212766,0.6595744680851063,0.9109265799407509,-0.10638297872340426,0.9858156028368794,0.2553191489361702,0.5954913341754137,-0.0851063829787234,0.9698581560283688,0.2907801418439716,0.5617484279990178,0.8865248226950354,0.2695035460992908,1.0070921985815602,1.378662112287908,-0.28368794326241137,0.7659574468085106
gt,F0+conf+spatial,RF,41,0.96875,0.1875,0.5400617248673217,-0.08333333333333333,0.9791666666666666,0.3020833333333333,0.5863019699779287,-0.052083333333333336,0.90625,0.5625,0.8897565210026093,0.020833333333333332,0.9895833333333334,0.3125,0.5773502691896257,0.08333333333333333,0.9609375,0.3411458333333333,0.6483676212593713,0.8541666666666666,0.20833333333333334,1.0729166666666667,1.4754942674688145,-0.03125,0.7604166666666666,0.9858156028368794,0.14893617021276595,0.45351268875881323,-0.06382978723404255,0.9858156028368794,0.2907801418439716,0.5895063447465633,-0.0070921985815602835,0.9148936170212766,0.6312056737588653,0.9263671131731709,0.0070921985815602835,0.9645390070921985,0.3262411347517731,0.6302087912488812,-0.11347517730496454,0.9627659574468085,0.34929078014184395,0.6498987344818571,0.8581560283687943,0.23404255319148937,1.127659574468085,1.60451490647684,-0.1773049645390071,0.7375886524822695
gt,F0+conf+spatial,Ridge,41,1.0,0.07291666666666667,0.27003086243366087,-0.052083333333333336,0.9791666666666666,0.23958333333333334,0.5303300858899106,0.03125,0.9583333333333334,0.4479166666666667,0.7569125885243729,0.010416666666666666,0.9791666666666666,0.22916666666666666,0.5204164998665332,0.020833333333333332,0.9791666666666666,0.24739583333333334,0.5194225091786193,0.9166666666666666,0.3541666666666667,0.8229166666666666,1.1858541225631423,0.010416666666666666,0.84375,1.0,0.04964539007092199,0.2228124549277306,-0.03546099290780142,0.9929078014184397,0.20567375886524822,0.4688903454203006,0.04964539007092199,0.9078014184397163,0.6028368794326241,0.8872621047656614,-0.07801418439716312,0.9929078014184397,0.23404255319148937,0.4982237954520136,0.0070921985815602835,0.973404255319149,0.2730496453900709,0.5192971751414265,0.8936170212765957,0.28368794326241137,0.9645390070921985,1.2937383295118943,-0.05673758865248227,0.7659574468085106
gt,F0+conf+spatial,ElasticNet,41,1.0,0.10416666666666667,0.3227486121839514,-0.0625,0.9895833333333334,0.20833333333333334,0.47871355387816905,0.0,0.9583333333333334,0.4895833333333333,0.7839536550927825,-0.03125,0.9791666666666666,0.25,0.5400617248673217,0.020833333333333332,0.9817708333333334,0.2630208333333333,0.5313693865055562,0.9270833333333334,0.3333333333333333,0.8020833333333334,1.1770372409854613,-0.07291666666666667,0.8229166666666666,1.0,0.05673758865248227,0.23819653367016547,-0.0425531914893617,0.9929078014184397,0.2127659574468085,0.5052911526399113,0.028368794326241134,0.9219858156028369,0.6312056737588653,0.8872621047656614,-0.03546099290780142,0.9929078014184397,0.2198581560283688,0.4837794468468967,-0.03546099290780142,0.9769503546099292,0.2801418439716312,0.5286323094806586,0.9078014184397163,0.2695035460992908,0.9787234042553191,1.3154833537147892,-0.0851063829787234,0.7659574468085106
gt,F0+conf+distrib,LR,53,1.0,0.052083333333333336,0.22821773229381923,-0.052083333333333336,0.9791666666666666,0.23958333333333334,0.5303300858899106,0.052083333333333336,0.96875,0.40625,0.7144345083117603,0.010416666666666666,0.9791666666666666,0.2604166666666667,0.5496210815947049,0.052083333333333336,0.9817708333333333,0.23958333333333337,0.5056508520225488,0.9270833333333334,0.3645833333333333,0.7916666666666666,1.1273124382057236,0.0625,0.8333333333333334,1.0,0.03546099290780142,0.18831089428867737,-0.03546099290780142,0.9929078014184397,0.2198581560283688,0.4837794468468967,0.04964539007092199,0.9148936170212766,0.6312056737588653,0.9109265799407509,-0.03546099290780142,0.9929078014184397,0.2695035460992908,0.5326236412913075,0.0,0.975177304964539,0.28900709219858156,0.5289101405919081,0.900709219858156,0.2765957446808511,1.0425531914893618,1.401620136517808,-0.02127659574468085,0.7375886524822695
gt,F0+conf+distrib,SVM,53,1.0,0.09375,0.30618621784789724,-0.07291666666666667,0.96875,0.2604166666666667,0.568257570707744,-0.052083333333333336,0.96875,0.4895833333333333,0.7971302695712079,-0.09375,0.9583333333333334,0.3333333333333333,0.6454972243679028,0.0,0.9739583333333334,0.2942708333333333,0.579267820623688,0.8958333333333334,0.28125,1.0104166666666667,1.4105259066508964,-0.21875,0.7708333333333334,0.9929078014184397,0.07092198581560284,0.2917299829957891,-0.028368794326241134,0.9858156028368794,0.2553191489361702,0.5586203877309281,-0.05673758865248227,0.8936170212765957,0.6595744680851063,0.9490570161260893,-0.10638297872340426,0.9645390070921985,0.3475177304964539,0.6995439243733446,-0.12056737588652482,0.9592198581560284,0.3333333333333333,0.6247378278065379,0.851063829787234,0.2695035460992908,1.0780141843971631,1.4970420006710066,-0.3120567375886525,0.7375886524822695
gt,F0+conf+distrib,RF,53,0.9791666666666666,0.19791666666666666,0.5303300858899106,-0.07291666666666667,0.9791666666666666,0.2916666666666667,0.5773502691896257,-0.041666666666666664,0.90625,0.53125,0.8720187306856813,0.010416666666666666,1.0,0.23958333333333334,0.48947250518628044,0.052083333333333336,0.9661458333333333,0.3151041666666667,0.6172928977378744,0.875,0.23958333333333334,1.03125,1.432509453139257,-0.052083333333333336,0.7604166666666666,0.9858156028368794,0.15602836879432624,0.46126560401444255,-0.07092198581560284,0.9858156028368794,0.2978723404255319,0.5954913341754137,0.028368794326241134,0.9148936170212766,0.6595744680851063,0.9565007145952775,-0.0070921985815602835,0.9574468085106383,0.3404255319148936,0.6523280730534422,-0.11347517730496454,0.9609929078014184,0.36347517730496454,0.666396431459644,0.851063829787234,0.20567375886524822,1.198581560283688,1.6264655148271623,-0.16312056737588654,0.7021276595744681
gt,F0+conf+distrib,Ridge,53,1.0,0.07291666666666667,0.27003086243366087,-0.07291666666666667,0.9791666666666666,0.25,0.5400617248673217,0.041666666666666664,0.9583333333333334,0.4270833333333333,0.7430231041719587,0.010416666666666666,0.9791666666666666,0.2708333333333333,0.5590169943749475,0.041666666666666664,0.9791666666666666,0.2552083333333333,0.5280331714619722,0.9166666666666666,0.34375,0.8333333333333334,1.1902380714238083,0.020833333333333332,0.8229166666666666,1.0,0.04964539007092199,0.2228124549277306,-0.04964539007092199,0.9929078014184397,0.2198581560283688,0.4837794468468967,0.04964539007092199,0.9148936170212766,0.6312056737588653,0.9109265799407509,-0.04964539007092199,0.9929078014184397,0.2553191489361702,0.5191373094849674,-0.014184397163120567,0.975177304964539,0.28900709219858156,0.5341639478000864,0.900709219858156,0.2695035460992908,1.0425531914893618,1.4066710362609018,-0.06382978723404255,0.75177304964539
